ymdhm,wl_1018662,wl_1018680,wl_1018683,wl_1019630
2022-06-01 18:50,278.6314,270.31903,267.43503,261.73294
2022-06-01 19:00,278.59,270.2826,267.39902,261.7054
2022-06-01 19:10,278.60046,270.2918,267.40817,261.71237
2022-06-01 19:20,278.59525,270.2872,267.4036,261.7089
2022-06-01 19:30,278.591,270.28345,267.3999,261.70605
2022-06-01 19:40,278.59106,270.28354,267.4,261.70612
2022-06-01 19:50,278.5886,270.28134,267.3978,261.70447
2022-06-01 20:00,278.58862,270.28137,267.39786,261.7045
2022-06-01 20:10,278.58334,270.27673,267.39322,261.70096
2022-06-01 20:20,278.59106,270.2835,267.39993,261.7061
2022-06-01 20:30,278.58917,270.28186,267.39832,261.70483
2022-06-01 20:40,278.5897,270.28232,267.39877,261.7052
2022-06-01 20:50,278.59363,270.28577,267.4022,261.70782
2022-06-01 21:00,278.60114,270.2924,267.40872,261.7128
2022-06-01 21:10,278.6071,270.2976,267.4139,261.71683
2022-06-01 21:20,278.63235,270.3205,267.43744,261.73795
2022-06-01 21:30,283.13705,274.75876,272.55887,268.15317
2022-06-01 21:40,286.98538,278.55658,276.94986,273.67847
2022-06-01 21:50,288.9263,280.46967,279.15848,276.44827
2022-06-01 22:00,290.99564,282.50906,281.51257,279.39932
2022-06-01 22:10,289.09177,280.63,279.33972,276.6644
2022-06-01 22:20,279.88187,271.49432,268.71246,263.1041
2022-06-01 22:30,296.87793,286.38098,283.3082,273.88297
2022-06-01 22:40,291.61136,281.74493,278.72665,270.37607
2022-06-01 22:50,294.2734,284.08826,281.04245,272.14868
2022-06-01 23:00,292.6556,282.66415,279.63507,271.0714
2022-06-01 23:10,291.01523,281.22067,278.2056,269.96658
2022-06-01 23:20,301.18158,290.31268,286.3737,273.27908
2022-06-01 23:30,278.59692,270.2887,267.405,261.70972
2022-06-01 23:40,282.11246,273.3833,270.46335,264.05103
2022-06-01 23:50,279.15646,270.78125,267.89185,262.08264
2022-06-02 00:00,278.94055,270.59283,267.70825,261.9509
2022-06-02 00:10,278.89285,270.55157,267.66855,261.92416
2022-06-02 00:20,278.9991,270.658,267.79376,262.08804
2022-06-02 00:30,290.75443,282.25946,281.20798,278.96967
2022-06-02 00:40,278.5826,270.27612,267.39273,261.70074
2022-06-02 00:50,280.08417,271.59787,268.69888,262.70035
2022-06-02 01:00,280.90384,272.3194,269.4119,263.24612
2022-06-02 01:10,281.00778,272.4109,269.50235,263.31534
2022-06-02 01:20,280.35794,271.83887,268.93704,262.88263
2022-06-02 01:30,280.23422,271.72995,268.82938,262.80026
2022-06-02 01:40,280.52765,271.98825,269.08466,262.99564
2022-06-02 01:50,279.64404,271.21045,268.316,262.40726
2022-06-02 02:00,279.10657,270.7373,267.84842,262.04938
2022-06-02 02:10,279.01794,270.6593,267.77133,261.99036
2022-06-02 02:20,278.8764,270.5347,267.6482,261.89612
2022-06-02 02:30,278.7349,270.41013,267.52512,261.80188
2022-06-02 02:40,278.66653,270.34995,267.4656,261.75635
2022-06-02 02:50,278.64386,270.33,267.4459,261.74124
2022-06-02 03:00,278.63766,270.32452,267.44052,261.73712
2022-06-02 03:10,278.63312,270.32056,267.43655,261.7341
2022-06-02 03:20,278.635,270.3222,267.4382,261.73535
2022-06-02 03:30,278.64786,270.3335,267.44937,261.74393
2022-06-02 03:40,278.6557,270.34042,267.4562,261.74915
2022-06-02 03:50,278.68292,270.36438,267.4799,261.76727
2022-06-02 04:00,278.66626,270.3497,267.46536,261.75616
2022-06-02 04:10,278.65707,270.3416,267.4574,261.75006
2022-06-02 04:20,278.6273,270.3154,267.4315,261.73022
2022-06-02 04:30,278.6372,270.32413,267.4401,261.73682
2022-06-02 04:40,278.6087,270.29904,267.4153,261.71783
2022-06-02 04:50,278.59995,270.29132,267.40768,261.712
2022-06-02 05:00,278.59375,270.2859,267.4023,261.7079
2022-06-02 05:10,278.59427,270.28632,267.40274,261.70822
2022-06-02 05:20,278.5941,270.2862,267.40262,261.7081
2022-06-02 05:30,278.5936,270.28574,267.40216,261.7078
2022-06-02 05:40,278.59198,270.28433,267.4008,261.70673
2022-06-02 05:50,278.59195,270.2843,267.40073,261.7067
2022-06-02 06:00,278.5906,270.2831,267.39957,261.70578
2022-06-02 06:10,278.59286,270.2851,267.40152,261.7073
2022-06-02 06:20,278.58878,270.28152,267.39798,261.7046
2022-06-02 06:30,278.58777,270.2806,267.39713,261.70392
2022-06-02 06:40,278.58737,270.28027,267.39676,261.70364
2022-06-02 06:50,278.58725,270.28015,267.39664,261.70355
2022-06-02 07:00,278.58685,270.27982,267.3963,261.70328
2022-06-02 07:10,278.58557,270.2787,267.39517,261.70245
2022-06-02 07:20,278.58575,270.27884,267.39536,261.70258
2022-06-02 07:30,278.58566,270.2788,267.3954,261.70264
2022-06-02 07:40,278.58685,270.27982,267.39633,261.7033
2022-06-02 07:50,278.58612,270.27917,267.39566,261.70282
2022-06-02 08:00,278.5844,270.27814,267.39566,261.70328
2022-06-02 08:10,278.58447,270.2782,267.39572,261.70334
2022-06-02 08:20,278.5843,270.278,267.3956,261.70322
2022-06-02 08:30,278.59692,270.28915,267.4066,261.71164
2022-06-02 08:40,278.64603,270.3317,267.4471,261.742
2022-06-02 08:50,278.72568,270.40186,267.5165,261.79526
2022-06-02 09:00,291.2275,282.71295,281.71356,279.55276
2022-06-02 09:10,290.99612,282.5093,281.51236,279.39896
2022-06-02 09:20,290.99606,282.50925,281.5123,279.3989
2022-06-02 09:30,290.99597,282.5092,281.51224,279.39883
2022-06-02 09:40,290.99774,282.51074,281.51376,279.40005
2022-06-02 09:50,291.1776,282.6695,281.67093,279.5216
2022-06-02 10:00,303.96365,293.93045,292.80322,288.06073
2022-06-02 10:10,324.00165,311.73044,310.5177,304.12427
2022-06-02 10:20,308.5543,298.13254,297.07965,293.8382
2022-06-02 10:30,324.16702,311.876,310.66156,304.2344
2022-06-02 10:40,324.19357,311.89938,310.68466,304.2521
2022-06-02 10:50,324.33173,312.01947,310.80093,304.33493
2022-06-02 11:00,330.31586,317.13693,315.62515,307.4334
2022-06-02 11:10,330.14365,316.9897,315.4864,307.3443
2022-06-02 11:20,337.96155,324.12378,321.88223,309.70932
2022-06-02 11:30,336.16223,322.57886,320.416,308.74118
2022-06-02 11:40,335.88397,322.33377,320.17368,308.5538
2022-06-02 11:50,321.38785,309.40616,307.27048,296.1564
2022-06-02 12:00,321.97702,309.92474,307.78293,296.54794
2022-06-02 12:10,321.58945,309.58356,307.44577,296.2899
2022-06-02 12:20,306.9528,296.69934,294.71295,286.5436
2022-06-02 12:30,309.4387,298.88757,296.8755,288.19894
2022-06-02 12:40,303.4805,293.64276,291.69232,284.23148
2022-06-02 12:50,291.1796,282.6711,281.67038,279.51315
2022-06-02 13:00,304.03998,293.99146,292.85953,288.08463
2022-06-02 13:10,292.75632,284.05878,283.0436,280.57104
2022-06-02 13:20,298.98886,289.5451,288.46545,284.72116
2022-06-02 13:30,293.8791,285.04712,284.02032,281.31866
2022-06-02 13:40,294.70575,285.77478,284.73944,281.8691
2022-06-02 13:50,293.22824,284.4742,283.45413,280.88528
2022-06-02 14:00,292.20325,283.57184,282.56235,280.2024
2022-06-02 14:10,287.2643,278.7857,277.1506,273.7464
2022-06-02 14:20,281.35144,272.71368,269.80185,263.5469
2022-06-02 14:30,295.87985,285.50217,282.43927,273.21756
2022-06-02 14:40,286.18222,276.96558,274.00302,266.76013
2022-06-02 14:50,287.27362,277.92636,274.9525,267.48697
2022-06-02 15:00,282.4232,273.6568,270.73215,264.25284
2022-06-02 15:10,280.42938,271.90152,268.9985,262.9295
2022-06-02 15:20,279.90826,271.4428,268.5452,262.58252
2022-06-02 15:30,278.87738,270.5354,267.64856,261.89648
2022-06-02 15:40,279.34735,270.94907,268.05725,262.209
2022-06-02 15:50,278.91843,270.57147,267.6841,261.9234
2022-06-02 16:00,278.83688,270.4997,267.61316,261.8691
2022-06-02 16:10,278.90845,270.56268,267.67545,261.91675
2022-06-02 16:20,278.93204,270.5835,267.69595,261.93246
2022-06-02 16:30,279.00162,270.6447,267.7565,261.9788
2022-06-02 16:40,278.90967,270.56378,267.67648,261.91757
2022-06-02 16:50,279.4467,271.0365,268.14365,262.27515
2022-06-02 17:00,279.2581,270.87048,267.97958,262.14957
2022-06-02 17:10,279.2119,270.82983,267.93942,262.1188
2022-06-02 17:20,278.73758,270.4123,267.52676,261.80298
2022-06-02 17:30,278.81155,270.47742,267.59116,261.85223
2022-06-02 17:40,278.64627,270.3319,267.44736,261.7422
2022-06-02 17:50,278.60443,270.29507,267.41092,261.71432
2022-06-02 18:00,278.6132,270.3028,267.41855,261.72015
2022-06-02 18:10,278.5881,270.2807,267.39676,261.70343
2022-06-02 18:20,278.60196,270.2929,267.40878,261.71268
2022-06-02 18:30,278.5984,270.28976,267.4057,261.7103
2022-06-02 18:40,278.59344,270.2854,267.4014,261.707
2022-06-02 18:50,278.58527,270.2782,267.39426,261.70154
2022-06-02 19:00,278.59177,270.28394,267.39993,261.70587
2022-06-02 19:10,278.58902,270.2815,267.39755,261.70404
2022-06-02 19:20,278.59378,270.2857,267.4017,261.7072
2022-06-02 19:30,278.59204,270.28418,267.40018,261.70605
2022-06-02 19:40,278.59094,270.2832,267.3992,261.70532
2022-06-02 19:50,278.59036,270.2827,267.3987,261.70496
2022-06-02 20:00,278.58398,270.2771,267.39316,261.7007
2022-06-02 20:10,278.58597,270.2788,267.39487,261.702
2022-06-02 20:20,278.58588,270.27875,267.3948,261.70197
2022-06-02 20:30,278.58594,270.2788,267.39487,261.702
2022-06-02 20:40,278.586,270.27887,267.39493,261.70206
2022-06-02 20:50,278.5862,270.27905,267.3951,261.70218
2022-06-02 21:00,278.58682,270.27957,267.39563,261.70258
2022-06-02 21:10,278.5866,270.27942,267.39548,261.70245
2022-06-02 21:20,278.58698,270.27972,267.39578,261.7027
2022-06-02 21:30,278.58853,270.2811,267.39713,261.70374
2022-06-02 21:40,278.59302,270.28503,267.40103,261.70673
2022-06-02 21:50,278.5948,270.2866,267.40256,261.7079
2022-06-02 22:00,282.64966,274.0658,271.01816,264.69464
2022-06-02 22:10,291.79117,283.25024,282.22125,279.9845
2022-06-02 22:20,278.585,270.27808,267.39407,261.70154
2022-06-02 22:30,278.62772,270.31558,267.43118,261.72983
2022-06-02 22:40,278.6417,270.32794,267.4434,261.73923
2022-06-02 22:50,279.04565,270.68347,267.79477,262.00812
2022-06-02 23:00,280.43973,271.91064,269.00754,262.9364
2022-06-02 23:10,282.38596,273.62387,270.7006,264.23236
2022-06-02 23:20,283.75293,274.82715,271.88974,265.1426
2022-06-02 23:30,281.01837,272.41998,269.5109,263.3217
2022-06-02 23:40,281.3433,272.70602,269.79355,263.53806
2022-06-02 23:50,280.22266,271.71957,268.8187,262.79187
2022-06-03 00:00,278.68915,270.36963,267.48465,261.77072
2022-06-03 00:10,278.67676,270.35873,267.47385,261.76248
2022-06-03 00:20,278.6128,270.30243,267.41824,261.71988
2022-06-03 00:30,278.6238,270.31213,267.42783,261.72723
2022-06-03 00:40,278.64352,270.3295,267.44498,261.74036
2022-06-03 00:50,278.65085,270.33594,267.45132,261.7452
2022-06-03 01:00,278.6591,270.3432,267.45853,261.75073
2022-06-03 01:10,278.63898,270.32547,267.44095,261.73727
2022-06-03 01:20,278.61664,270.30643,267.42368,261.7245
2022-06-03 01:30,282.41656,273.9019,270.96378,264.69345
2022-06-03 01:40,278.74097,270.40118,267.48282,261.75693
2022-06-03 01:50,278.86407,270.50955,267.5899,261.83893
2022-06-03 02:00,278.77954,270.43515,267.5164,261.78262
2022-06-03 02:10,278.8332,270.4824,267.56305,261.81836
2022-06-03 02:20,278.7649,270.42224,267.50363,261.7729
2022-06-03 02:30,278.73145,270.3928,267.47452,261.7506
2022-06-03 02:40,278.65933,270.3293,267.41177,261.70258
2022-06-03 02:50,278.6759,270.3439,267.4262,261.71362
2022-06-03 03:00,278.6599,270.32983,267.4123,261.70297
2022-06-03 03:10,278.6641,270.33353,267.41592,261.70575
2022-06-03 03:20,278.66595,270.33517,267.41757,261.707
2022-06-03 03:30,278.67303,270.3414,267.42374,261.7117
2022-06-03 03:40,278.66537,270.33466,267.41705,261.7066
2022-06-03 03:50,278.66763,270.33664,267.41904,261.7081
2022-06-03 04:00,278.67322,270.34155,267.42386,261.71182
2022-06-03 04:10,278.66534,270.3346,267.41702,261.70657
2022-06-03 04:20,278.6686,270.3375,267.41983,261.70877
2022-06-03 04:30,278.65805,270.3282,267.41068,261.70172
2022-06-03 04:40,278.65674,270.32703,267.40952,261.70084
2022-06-03 04:50,278.65414,270.32477,267.40726,261.69913
2022-06-03 05:00,278.65286,270.3236,267.40616,261.69827
2022-06-03 05:10,278.6517,270.3226,267.40515,261.6975
2022-06-03 05:20,278.65195,270.3228,267.40536,261.69766
2022-06-03 05:30,278.65146,270.3224,267.40494,261.69733
2022-06-03 05:40,278.6511,270.32208,267.40463,261.6971
2022-06-03 05:50,278.6508,270.3218,267.40436,261.6969
2022-06-03 06:00,278.65115,270.3221,267.40466,261.6971
2022-06-03 06:10,278.65024,270.32132,267.40387,261.69653
2022-06-03 06:20,278.64923,270.32043,267.403,261.69586
2022-06-03 06:30,278.65128,270.32224,267.40475,261.6972
2022-06-03 06:40,278.64862,270.31992,267.4025,261.69547
2022-06-03 06:50,278.64774,270.31912,267.4017,261.69485
2022-06-03 07:00,278.65,270.3211,267.40366,261.69638
2022-06-03 07:10,278.64642,270.31796,267.40054,261.694
2022-06-03 07:20,278.6462,270.31778,267.40036,261.69385
2022-06-03 07:30,278.64566,270.3173,267.3999,261.69348
2022-06-03 07:40,278.64505,270.31677,267.39938,261.69308
2022-06-03 07:50,278.64487,270.3166,267.3992,261.69296
2022-06-03 08:00,278.64426,270.31607,267.3987,261.69257
2022-06-03 08:10,278.64438,270.31616,267.39877,261.69263
2022-06-03 08:20,278.64468,270.31644,267.39908,261.69284
2022-06-03 08:30,278.6463,270.31787,267.40048,261.6939
2022-06-03 08:40,278.65042,270.3215,267.40405,261.69666
2022-06-03 08:50,278.64798,270.31934,267.4019,261.69504
2022-06-03 09:00,278.64813,270.31946,267.40207,261.69513
2022-06-03 09:10,278.6524,270.32324,267.4058,261.69797
2022-06-03 09:20,278.66223,270.33188,267.4143,261.7045
2022-06-03 09:30,278.7613,270.4303,267.52905,261.85156
2022-06-03 09:40,291.06592,282.55667,281.52615,279.39716
2022-06-03 09:50,291.05466,282.54675,281.5164,279.38965
2022-06-03 10:00,291.0555,282.5475,281.5171,279.39023
2022-06-03 10:10,291.05496,282.54703,281.51663,279.38986
2022-06-03 10:20,291.0687,282.5724,281.5503,279.45676
2022-06-03 10:30,293.79562,288.30765,289.37985,295.78656
2022-06-03 10:40,291.44687,283.2961,282.5189,281.40973
2022-06-03 10:50,323.71622,311.4651,310.22244,303.88593
2022-06-03 11:00,312.93893,301.97815,300.84702,296.70953
2022-06-03 11:10,324.23233,311.91943,310.67148,304.2296
2022-06-03 11:20,324.26675,311.94974,310.7014,304.2525
2022-06-03 11:30,324.31985,311.99646,310.7476,304.28787
2022-06-03 11:40,324.31976,311.9964,310.74753,304.2878
2022-06-03 11:50,325.38803,312.94934,311.59964,304.584
2022-06-03 12:00,336.3678,322.74475,320.5462,308.81387
2022-06-03 12:10,319.75702,307.95645,305.80478,295.0214
2022-06-03 12:20,322.05417,309.97858,307.8031,296.55106
2022-06-03 12:30,321.66245,309.63516,307.4648,296.3134
2022-06-03 12:40,319.87622,308.0614,305.90848,295.1008
2022-06-03 12:50,308.05795,297.65808,295.62744,287.23123
2022-06-03 13:00,304.8702,294.852,292.85434,285.10855
2022-06-03 13:10,291.5271,282.96536,281.9144,279.638
2022-06-03 13:20,301.57437,291.80698,290.66772,286.3945
2022-06-03 13:30,295.30505,286.28827,285.2139,282.2199
2022-06-03 13:40,302.9608,293.0274,291.8738,287.31772
2022-06-03 13:50,301.74216,291.95468,290.8137,286.50626
2022-06-03 14:00,302.8367,292.91818,291.7659,287.23508
2022-06-03 14:10,305.2899,295.07764,293.89993,288.8686
2022-06-03 14:20,302.5447,292.66113,291.51184,287.04062
2022-06-03 14:30,296.80624,287.61032,286.51703,283.2053
2022-06-03 14:40,299.70746,290.16464,289.0385,285.1251
2022-06-03 14:50,306.58847,296.36438,294.3498,286.25626
2022-06-03 15:00,303.16174,293.34735,291.36984,283.98105
2022-06-03 15:10,303.19287,293.37512,291.39438,283.98935
2022-06-03 15:20,293.8201,285.01385,283.7671,280.43832
2022-06-03 15:30,291.2457,282.7149,281.68253,279.5168
2022-06-03 15:40,291.4146,282.86362,281.8295,279.62933
2022-06-03 15:50,291.27603,282.74164,281.70895,279.53708
2022-06-03 16:00,291.19992,282.67462,281.64273,279.4864
2022-06-03 16:10,291.13297,282.61566,281.58447,279.44177
2022-06-03 16:20,291.06702,282.55762,281.5271,279.39786
2022-06-03 16:30,289.91953,281.42468,280.21643,277.7464
2022-06-03 16:40,282.5267,274.1336,271.7931,267.166
2022-06-03 16:50,284.45828,275.48087,272.57565,265.90247
2022-06-03 17:00,285.12958,276.0258,273.04263,266.0173
2022-06-03 17:10,283.41125,274.51236,271.54572,264.8671
2022-06-03 17:20,283.70096,274.76733,271.79764,265.05972
2022-06-03 17:30,282.3076,273.54077,270.58554,264.13193
2022-06-03 17:40,281.4614,272.7959,269.8494,263.56842
2022-06-03 17:50,281.58228,272.9023,269.95456,263.64893
2022-06-03 18:00,279.99344,271.5037,268.5724,262.59094
2022-06-03 18:10,279.706,271.25067,268.3223,262.39954
2022-06-03 18:20,279.3063,270.89883,267.97458,262.1334
2022-06-03 18:30,279.21545,270.81885,267.89557,262.07288
2022-06-03 18:40,279.14,270.75247,267.82996,262.02267
2022-06-03 18:50,278.97958,270.61124,267.6904,261.91583
2022-06-03 19:00,278.87436,270.51862,267.59885,261.84576
2022-06-03 19:10,278.85507,270.50165,267.58206,261.83295
2022-06-03 19:20,278.8215,270.47208,267.5529,261.81058
2022-06-03 19:30,278.67474,270.3429,267.4252,261.71286
2022-06-03 19:40,278.74588,270.40552,267.4871,261.76022
2022-06-03 19:50,278.71133,270.37512,267.45706,261.7372
2022-06-03 20:00,278.6865,270.3532,267.4354,261.72067
2022-06-03 20:10,278.67365,270.34192,267.42422,261.71213
2022-06-03 20:20,278.67194,270.34042,267.42276,261.71097
2022-06-03 20:30,278.662,270.33167,267.4141,261.70435
2022-06-03 20:40,278.64542,270.31708,267.3997,261.69333
2022-06-03 20:50,278.6562,270.32657,267.4091,261.7005
2022-06-03 21:00,278.65002,270.32114,267.40372,261.69638
2022-06-03 21:10,278.64905,270.32028,267.40286,261.69574
2022-06-03 21:20,278.64722,270.31866,267.40128,261.69452
2022-06-03 21:30,278.64688,270.31836,267.40097,261.6943
2022-06-03 21:40,278.65002,270.32114,267.4037,261.69638
2022-06-03 21:50,278.6501,270.32117,267.40375,261.69644
2022-06-03 22:00,278.64816,270.3195,267.40207,261.69516
2022-06-03 22:10,278.65427,270.32486,267.40738,261.69922
2022-06-03 22:20,278.64532,270.317,267.3996,261.69327
2022-06-03 22:30,278.66776,270.33673,267.4191,261.7082
2022-06-03 22:40,278.72174,270.3873,267.46738,261.7483
2022-06-03 22:50,278.6498,270.321,267.4036,261.69644
2022-06-03 23:00,278.67685,270.34476,267.42703,261.71426
2022-06-03 23:10,278.67432,270.34253,267.42484,261.71255
2022-06-03 23:20,278.75946,270.41748,267.4989,261.76926
2022-06-03 23:30,279.08075,270.7003,267.7784,261.9832
2022-06-03 23:40,281.6741,272.98315,270.03445,263.71005
2022-06-03 23:50,284.0943,275.1136,272.1398,265.32162
2022-06-04 00:00,285.23358,276.11646,273.1309,266.08023
2022-06-04 00:10,281.7503,273.05023,270.1007,263.7608
2022-06-04 00:20,281.73865,273.03998,270.09055,263.75302
2022-06-04 00:30,279.20737,270.81174,267.88852,262.0675
2022-06-04 00:40,278.76117,270.41898,267.5004,261.77042
2022-06-04 00:50,278.65692,270.3272,267.4097,261.701
2022-06-04 01:00,278.67575,270.34378,267.4261,261.71353
2022-06-04 01:10,278.6827,270.3499,267.43216,261.71817
2022-06-04 01:20,278.7011,270.3661,267.44815,261.7304
2022-06-04 01:30,278.70682,270.37112,267.4531,261.73422
2022-06-04 01:40,278.71472,270.3781,267.46,261.73947
2022-06-04 01:50,278.70422,270.36884,267.45084,261.73248
2022-06-04 02:00,278.65176,270.3227,267.40524,261.69754
2022-06-04 02:10,278.69302,270.359,267.44113,261.72504
2022-06-04 02:20,278.70282,270.3676,267.44962,261.73154
2022-06-04 02:30,278.7534,270.4122,267.4939,261.76547
2022-06-04 02:40,278.79935,270.4526,267.53348,261.79593
2022-06-04 02:50,278.8292,270.47888,267.55948,261.81583
