ymdhm,wl_1018662,wl_1018680,wl_1018683,wl_1019630
2022-06-01 08:10,282.74265,273.40802,270.52444,0.0
2022-06-01 08:20,282.959,273.60907,270.73087,0.0
2022-06-01 08:30,283.43082,274.0474,271.18103,0.0
2022-06-01 08:40,283.25345,273.88263,271.01178,0.0
2022-06-01 08:50,283.24545,273.87518,271.00415,0.0
2022-06-01 09:00,291.83752,285.96606,285.17834,0.0
2022-06-01 09:10,291.90137,286.0254,285.23926,0.0
2022-06-01 09:20,308.6514,301.58685,301.21967,0.0
2022-06-01 09:30,306.18066,299.22983,299.477,0.0
2022-06-01 09:40,358.95404,346.87122,345.7614,0.0
2022-06-01 09:50,369.04346,355.4611,353.78772,0.0
2022-06-01 10:00,342.383,333.036,333.05597,0.0
2022-06-01 10:10,342.383,333.036,333.05597,0.0
2022-06-01 10:20,342.383,333.036,333.05597,0.0
2022-06-01 10:30,342.38458,333.0373,333.0571,0.0
2022-06-01 10:40,369.11795,354.69794,352.21844,0.0
2022-06-01 10:50,369.22513,354.7848,352.29526,0.0
2022-06-01 11:00,360.81467,342.86252,338.29413,0.0
2022-06-01 11:10,360.80588,342.8554,338.28784,0.0
2022-06-01 11:20,334.0053,321.1403,319.0783,0.0
2022-06-01 11:30,333.97156,321.11298,319.05414,0.0
2022-06-01 11:40,333.97156,321.11298,319.05414,0.0
2022-06-01 11:50,333.95764,321.09998,319.04108,0.0
2022-06-01 12:00,323.75186,311.57053,309.4529,0.0
2022-06-01 12:10,315.9098,304.2481,302.08563,0.0
2022-06-01 12:20,323.9606,311.76553,309.64874,0.0
2022-06-01 12:30,311.6567,300.27692,298.0899,0.0
2022-06-01 12:40,311.87186,300.4777,298.29227,0.0
2022-06-01 12:50,310.8008,299.47763,297.286,0.0
2022-06-01 13:00,310.5381,299.2328,297.03778,0.0
2022-06-01 13:10,310.25406,298.96735,296.77173,0.0
2022-06-01 13:20,310.07996,298.80554,296.60565,0.0
2022-06-01 13:30,309.99976,298.73108,296.52914,0.0
2022-06-01 13:40,308.78534,297.60278,295.3705,0.0
2022-06-01 13:50,309.0259,297.8263,295.60004,0.0
2022-06-01 14:00,305.1171,294.19482,291.87085,0.0
2022-06-01 14:10,295.4495,285.21326,282.64746,0.0
2022-06-01 14:20,305.30444,294.3689,292.04956,0.0
2022-06-01 14:30,285.32022,275.80273,272.98358,0.0
2022-06-01 14:40,301.0836,290.44757,288.02267,0.0
2022-06-01 14:50,283.7896,274.38074,271.52332,0.0
2022-06-01 15:00,288.0111,278.30267,275.55084,0.0
2022-06-01 15:10,285.5124,275.98126,273.16693,0.0
2022-06-01 15:20,286.3778,276.78528,273.99255,0.0
2022-06-01 15:30,285.43564,275.90997,273.09372,0.0
2022-06-01 15:40,286.90372,277.27386,274.49432,0.0
2022-06-01 15:50,291.74905,281.7754,279.11707,0.0
2022-06-01 16:00,288.0925,278.3783,275.62848,0.0
2022-06-01 16:10,284.17072,274.7348,271.8869,0.0
2022-06-01 16:20,285.1852,275.6773,272.8548,0.0
2022-06-01 16:30,284.11108,274.67938,271.83002,0.0
2022-06-01 16:40,283.65497,274.2556,271.39484,0.0
2022-06-01 16:50,283.7001,274.29755,271.43793,0.0
2022-06-01 17:00,282.73587,273.40176,270.518,0.0
2022-06-01 17:10,283.04532,273.68924,270.81323,0.0
2022-06-01 17:20,282.89377,273.54843,270.66864,0.0
2022-06-01 17:30,282.77026,273.43372,270.5508,0.0
2022-06-01 17:40,282.76312,273.42706,270.544,0.0
2022-06-01 17:50,282.71326,273.38074,270.49643,0.0
2022-06-01 18:00,282.75363,273.41824,270.5349,0.0
2022-06-01 18:10,282.747,273.4121,270.52863,0.0
2022-06-01 18:20,282.77524,273.43835,270.55554,0.0
2022-06-01 18:30,282.77307,273.43628,270.55347,0.0
2022-06-01 18:40,282.76694,273.4306,270.5476,0.0
2022-06-01 18:50,282.7385,273.40417,270.5205,0.0
2022-06-01 19:00,282.69778,273.3664,270.48163,0.0
2022-06-01 19:10,282.70685,273.37482,270.4903,0.0
2022-06-01 19:20,282.69885,273.36737,270.48267,0.0
2022-06-01 19:30,282.69406,273.3629,270.4781,0.0
2022-06-01 19:40,282.69406,273.3629,270.4781,0.0
2022-06-01 19:50,282.69064,273.35974,270.47485,0.0
2022-06-01 20:00,282.69073,273.3598,270.4749,0.0
2022-06-01 20:10,282.68564,273.35507,270.47003,0.0
2022-06-01 20:20,282.69135,273.3604,270.47552,0.0
2022-06-01 20:30,282.68918,273.35837,270.47345,0.0
2022-06-01 20:40,282.6896,273.35876,270.47385,0.0
2022-06-01 20:50,282.69138,273.3604,270.47552,0.0
2022-06-01 21:00,282.6944,273.36322,270.47842,0.0
2022-06-01 21:10,282.69644,273.3651,270.48038,0.0
2022-06-01 21:20,282.70334,273.37152,270.48697,0.0
2022-06-01 21:30,282.69543,273.3642,270.4794,0.0
2022-06-01 21:40,282.6998,273.3711,270.48773,0.0
2022-06-01 21:50,290.9994,285.12482,284.28766,0.0
2022-06-01 22:00,279.06427,274.4527,273.609,0.0
2022-06-01 22:10,301.80032,295.22192,294.68335,0.0
2022-06-01 22:20,304.83914,298.0451,297.58252,0.0
2022-06-01 22:30,309.40842,302.29016,301.9419,0.0
2022-06-01 22:40,299.05322,288.56128,286.08557,0.0
2022-06-01 22:50,304.1087,293.258,290.90875,0.0
2022-06-01 23:00,302.64023,291.89374,289.5078,0.0
2022-06-01 23:10,300.61502,290.01224,287.57562,0.0
2022-06-01 23:20,298.61346,288.1527,285.66605,0.0
2022-06-01 23:30,287.39935,277.7343,274.96716,0.0
2022-06-01 23:40,285.23196,275.7207,272.8994,0.0
2022-06-01 23:50,283.2556,273.88464,271.01385,0.0
2022-06-02 00:00,282.86572,273.5224,270.64185,0.0
2022-06-02 00:10,282.80316,273.46426,270.58218,0.0
2022-06-02 00:20,282.75323,273.4179,270.53455,0.0
2022-06-02 00:30,282.71872,273.3858,270.50162,0.0
2022-06-02 00:40,282.84943,273.50726,270.62634,0.0
2022-06-02 00:50,282.98083,273.62933,270.7517,0.0
2022-06-02 01:00,283.5159,274.1264,271.26215,0.0
2022-06-02 01:10,283.6809,274.27972,271.41962,0.0
2022-06-02 01:20,283.45413,274.06903,271.20325,0.0
2022-06-02 01:30,283.45822,274.07288,271.20715,0.0
2022-06-02 01:40,283.7042,274.3014,271.44183,0.0
2022-06-02 01:50,283.22314,273.85443,270.98285,0.0
2022-06-02 02:00,282.94797,273.5988,270.72034,0.0
2022-06-02 02:10,282.88202,273.53754,270.6574,0.0
2022-06-02 02:20,282.78146,273.4441,270.56146,0.0
2022-06-02 02:30,282.7335,273.39954,270.5157,0.0
2022-06-02 02:40,282.70514,273.3732,270.48865,0.0
2022-06-02 02:50,282.69778,273.36636,270.48163,0.0
2022-06-02 03:00,282.69638,273.36505,270.48032,0.0
2022-06-02 03:10,282.69504,273.36383,270.479,0.0
2022-06-02 03:20,282.69464,273.36346,270.47867,0.0
2022-06-02 03:30,282.6986,273.36713,270.48242,0.0
2022-06-02 03:40,282.701,273.36932,270.4847,0.0
2022-06-02 03:50,282.71347,273.38092,270.4966,0.0
2022-06-02 04:00,282.71167,273.37927,270.49487,0.0
2022-06-02 04:10,282.70908,273.37686,270.49243,0.0
2022-06-02 04:20,282.7016,273.36993,270.4853,0.0
2022-06-02 04:30,282.7062,273.3742,270.4897,0.0
2022-06-02 04:40,282.6968,273.36545,270.4807,0.0
2022-06-02 04:50,282.69257,273.3615,270.47668,0.0
2022-06-02 05:00,282.6898,273.35895,270.47403,0.0
2022-06-02 05:10,282.69034,273.35944,270.47455,0.0
2022-06-02 05:20,282.69022,273.3593,270.47443,0.0
2022-06-02 05:30,282.69016,273.35928,270.47437,0.0
2022-06-02 05:40,282.68964,273.35883,270.47388,0.0
2022-06-02 05:50,282.6895,273.35867,270.47375,0.0
2022-06-02 06:00,282.68906,273.35828,270.47333,0.0
2022-06-02 06:10,282.69028,273.35938,270.4745,0.0
2022-06-02 06:20,282.689,273.35822,270.47327,0.0
2022-06-02 06:30,282.68863,273.35788,270.47293,0.0
2022-06-02 06:40,282.68866,273.35788,270.47296,0.0
2022-06-02 06:50,282.68915,273.35834,270.4734,0.0
2022-06-02 07:00,282.6895,273.3587,270.47375,0.0
2022-06-02 07:10,282.68845,273.3577,270.47275,0.0
2022-06-02 07:20,282.6885,273.35773,270.47278,0.0
2022-06-02 07:30,282.68845,273.35767,270.47272,0.0
2022-06-02 07:40,282.68967,273.35883,270.47388,0.0
2022-06-02 07:50,282.68906,273.35828,270.47333,0.0
2022-06-02 08:00,282.689,273.35822,270.47327,0.0
2022-06-02 08:10,282.68896,273.3582,270.47327,0.0
2022-06-02 08:20,282.6885,273.3578,270.47284,0.0
2022-06-02 08:30,282.70505,273.3731,270.4886,0.0
2022-06-02 08:40,282.76013,273.42432,270.54114,0.0
2022-06-02 08:50,282.83563,273.49445,270.61316,0.0
2022-06-02 09:00,283.02722,273.67242,270.79596,0.0
2022-06-02 09:10,283.03467,273.67932,270.80304,0.0
2022-06-02 09:20,282.81577,273.47595,270.5942,0.0
2022-06-02 09:30,265.53268,261.58038,261.28745,0.0
2022-06-02 09:40,292.2374,286.3376,285.55984,0.0
2022-06-02 09:50,304.40637,297.64307,297.16968,0.0
2022-06-02 10:00,318.11932,310.38293,310.2525,0.0
2022-06-02 10:10,318.70523,310.9273,310.81146,0.0
2022-06-02 10:20,318.94345,311.14972,311.03546,0.0
2022-06-02 10:30,342.1867,332.85275,332.87158,0.0
2022-06-02 10:40,342.36423,333.01855,333.03833,0.0
2022-06-02 10:50,342.38297,333.036,333.05597,0.0
2022-06-02 11:00,342.383,333.036,333.05597,0.0
2022-06-02 11:10,342.383,333.036,333.05597,0.0
2022-06-02 11:20,342.38327,333.03625,333.05615,0.0
2022-06-02 11:30,342.1296,332.66998,332.62344,0.0
2022-06-02 11:40,333.97174,321.1131,319.05426,0.0
2022-06-02 11:50,333.97156,321.11298,319.05414,0.0
2022-06-02 12:00,333.97156,321.11298,319.05414,0.0
2022-06-02 12:10,333.9714,321.1128,319.054,0.0
2022-06-02 12:20,333.9326,321.0766,319.01743,0.0
2022-06-02 12:30,311.51938,300.14893,297.9602,0.0
2022-06-02 12:40,310.47565,299.17407,296.98035,0.0
2022-06-02 12:50,310.1367,298.85828,296.65973,0.0
2022-06-02 13:00,309.91602,298.65326,296.44928,0.0
2022-06-02 13:10,308.95792,297.76312,295.53516,0.0
2022-06-02 13:20,309.2071,297.99463,295.77292,0.0
2022-06-02 13:30,308.75348,297.5732,295.34015,0.0
2022-06-02 13:40,308.0901,296.9569,294.7072,0.0
2022-06-02 13:50,307.729,296.62146,294.36273,0.0
2022-06-02 14:00,304.85883,293.9549,291.62445,0.0
2022-06-02 14:10,300.58286,289.98236,287.54492,0.0
2022-06-02 14:20,300.3086,289.72754,287.28326,0.0
2022-06-02 14:30,296.96472,286.62097,284.09308,0.0
2022-06-02 14:40,296.33472,286.03564,283.492,0.0
2022-06-02 14:50,288.42407,278.68634,275.94482,0.0
2022-06-02 15:00,289.42163,279.6131,276.89655,0.0
2022-06-02 15:10,283.7264,274.32202,271.463,0.0
2022-06-02 15:20,283.77628,274.36835,271.51056,0.0
2022-06-02 15:30,282.89243,273.5472,270.66736,0.0
2022-06-02 15:40,283.05347,273.69684,270.82098,0.0
2022-06-02 15:50,282.8187,273.4787,270.597,0.0
2022-06-02 16:00,282.77444,273.43762,270.5548,0.0
2022-06-02 16:10,282.8091,273.4698,270.5879,0.0
2022-06-02 16:20,282.8203,273.48022,270.59857,0.0
2022-06-02 16:30,282.89267,273.54742,270.6676,0.0
2022-06-02 16:40,282.85776,273.51495,270.63428,0.0
2022-06-02 16:50,283.26035,273.889,271.01837,0.0
2022-06-02 17:00,283.19162,273.82516,270.95282,0.0
2022-06-02 17:10,283.21213,273.8442,270.97235,0.0
2022-06-02 17:20,282.83078,273.48993,270.60852,0.0
2022-06-02 17:30,282.92264,273.57526,270.69617,0.0
2022-06-02 17:40,282.746,273.4112,270.52765,0.0
2022-06-02 17:50,282.70233,273.3706,270.48596,0.0
2022-06-02 18:00,282.71545,273.38275,270.49847,0.0
2022-06-02 18:10,282.69028,273.35938,270.4745,0.0
2022-06-02 18:20,282.69876,273.36725,270.4826,0.0
2022-06-02 18:30,282.698,273.36658,270.48187,0.0
2022-06-02 18:40,282.6933,273.36218,270.47736,0.0
2022-06-02 18:50,282.68695,273.35632,270.4713,0.0
2022-06-02 19:00,282.69022,273.3593,270.47443,0.0
2022-06-02 19:10,282.6881,273.35736,270.4724,0.0
2022-06-02 19:20,282.69266,273.3616,270.47675,0.0
2022-06-02 19:30,282.69223,273.3612,270.47638,0.0
2022-06-02 19:40,282.6917,273.36072,270.47583,0.0
2022-06-02 19:50,282.692,273.36096,270.47614,0.0
2022-06-02 20:00,282.6862,273.3556,270.47058,0.0
2022-06-02 20:10,282.68768,273.357,270.47202,0.0
2022-06-02 20:20,282.68774,273.35706,270.47208,0.0
2022-06-02 20:30,282.68774,273.35706,270.4721,0.0
2022-06-02 20:40,282.68774,273.35706,270.4721,0.0
2022-06-02 20:50,282.68768,273.357,270.47205,0.0
2022-06-02 21:00,282.68793,273.35718,270.47223,0.0
2022-06-02 21:10,282.68756,273.35687,270.47192,0.0
2022-06-02 21:20,282.68747,273.35678,270.4718,0.0
2022-06-02 21:30,282.68845,273.3577,270.47272,0.0
2022-06-02 21:40,282.69067,273.35974,270.47485,0.0
2022-06-02 21:50,282.6912,273.36023,270.47534,0.0
2022-06-02 22:00,282.692,273.36096,270.47614,0.0
2022-06-02 22:10,282.68515,273.3546,270.4696,0.0
2022-06-02 22:20,282.6923,273.36127,270.4764,0.0
2022-06-02 22:30,282.69235,273.36133,270.4765,0.0
2022-06-02 22:40,282.69437,273.36322,270.4784,0.0
2022-06-02 22:50,282.80273,273.46387,270.5818,0.0
2022-06-02 23:00,283.51495,274.12555,271.2613,0.0
2022-06-02 23:10,284.97812,275.4849,272.65723,0.0
2022-06-02 23:20,287.24026,277.58652,274.81543,0.0
2022-06-02 23:30,285.68097,276.13788,273.32776,0.0
2022-06-02 23:40,286.92764,277.29608,274.51715,0.0
2022-06-02 23:50,285.27838,275.76385,272.94366,0.0
2022-06-03 00:00,282.91852,273.57144,270.69226,0.0
2022-06-03 00:10,282.80344,273.46454,270.58246,0.0
2022-06-03 00:20,282.70297,273.37122,270.48663,0.0
2022-06-03 00:30,282.7061,273.37408,270.48956,0.0
2022-06-03 00:40,282.71014,273.37787,270.49347,0.0
2022-06-03 00:50,282.7049,273.373,270.48843,0.0
2022-06-03 01:00,282.70114,273.3695,270.48486,0.0
2022-06-03 01:10,282.69315,273.36206,270.47723,0.0
2022-06-03 01:20,282.69037,273.3595,270.47458,0.0
2022-06-03 01:30,282.6991,273.36755,270.4829,0.0
2022-06-03 01:40,282.70862,273.37646,270.492,0.0
2022-06-03 01:50,282.75168,273.41644,270.53308,0.0
2022-06-03 02:00,282.7255,273.39212,270.50812,0.0
2022-06-03 02:10,282.7498,273.41467,270.53128,0.0
2022-06-03 02:20,282.72922,273.39557,270.51166,0.0
2022-06-03 02:30,282.7177,273.3849,270.50067,0.0
2022-06-03 02:40,282.69305,273.36197,270.4771,0.0
2022-06-03 02:50,282.69443,273.36325,270.47845,0.0
2022-06-03 03:00,282.68912,273.3583,270.4734,0.0
2022-06-03 03:10,282.68924,273.35846,270.4735,0.0
2022-06-03 03:20,282.68967,273.35883,270.47388,0.0
2022-06-03 03:30,282.69104,273.3601,270.47522,0.0
2022-06-03 03:40,282.68982,273.35898,270.47406,0.0
2022-06-03 03:50,282.68948,273.35864,270.47375,0.0
2022-06-03 04:00,282.6902,273.3593,270.4744,0.0
2022-06-03 04:10,282.68915,273.35834,270.4734,0.0
2022-06-03 04:20,282.6903,273.35944,270.47452,0.0
2022-06-03 04:30,282.68848,273.35773,270.47278,0.0
2022-06-03 04:40,282.68857,273.3578,270.47284,0.0
2022-06-03 04:50,282.6883,273.35754,270.4726,0.0
2022-06-03 05:00,282.68842,273.35767,270.47272,0.0
2022-06-03 05:10,282.68854,273.3578,270.47284,0.0
2022-06-03 05:20,282.68896,273.35815,270.47324,0.0
2022-06-03 05:30,282.68893,273.35815,270.4732,0.0
2022-06-03 05:40,282.68887,273.3581,270.47314,0.0
2022-06-03 05:50,282.68884,273.35803,270.4731,0.0
2022-06-03 06:00,282.6893,273.35846,270.47357,0.0
2022-06-03 06:10,282.68872,273.35797,270.47302,0.0
2022-06-03 06:20,282.6889,273.3581,270.4732,0.0
2022-06-03 06:30,282.69016,273.35928,270.47437,0.0
2022-06-03 06:40,282.68848,273.35773,270.47278,0.0
2022-06-03 06:50,282.68866,273.3579,270.47296,0.0
2022-06-03 07:00,282.68964,273.35883,270.47388,0.0
2022-06-03 07:10,282.68863,273.35785,270.47293,0.0
2022-06-03 07:20,282.68863,273.35785,270.4729,0.0
2022-06-03 07:30,282.68826,273.3575,270.47256,0.0
2022-06-03 07:40,282.688,273.3573,270.47232,0.0
2022-06-03 07:50,282.68805,273.3573,270.47235,0.0
2022-06-03 08:00,282.6879,273.35718,270.47223,0.0
2022-06-03 08:10,282.6883,273.35754,270.4726,0.0
2022-06-03 08:20,282.68863,273.35785,270.4729,0.0
2022-06-03 08:30,282.69083,273.35992,270.47504,0.0
2022-06-03 08:40,282.69565,273.36438,270.4796,0.0
2022-06-03 08:50,282.69406,273.3629,270.4781,0.0
2022-06-03 09:00,282.70224,273.37054,270.4859,0.0
2022-06-03 09:10,282.7134,273.3809,270.49658,0.0
2022-06-03 09:20,282.7399,273.40552,270.52185,0.0
2022-06-03 09:30,282.7249,273.39157,270.5075,0.0
2022-06-03 09:40,282.72662,273.39313,270.50916,0.0
2022-06-03 09:50,283.2645,273.89288,271.02234,0.0
2022-06-03 10:00,283.32233,273.9466,271.0775,0.0
2022-06-03 10:10,282.99518,273.64456,270.76813,0.0
2022-06-03 10:20,291.89502,286.01947,285.23315,0.0
2022-06-03 10:30,292.53702,286.6159,285.8457,0.0
2022-06-03 10:40,316.58936,308.96155,308.79285,0.0
2022-06-03 10:50,318.45218,310.6922,310.57007,0.0
2022-06-03 11:00,318.90265,311.11163,310.99713,0.0
2022-06-03 11:10,342.32413,332.98108,333.00067,0.0
2022-06-03 11:20,342.37213,333.02588,333.04578,0.0
2022-06-03 11:30,342.38293,333.036,333.05594,0.0
2022-06-03 11:40,342.383,333.036,333.05597,0.0
2022-06-03 11:50,342.383,333.036,333.05597,0.0
2022-06-03 12:00,342.19055,332.76324,332.73566,0.0
2022-06-03 12:10,333.97156,321.11298,319.05414,0.0
2022-06-03 12:20,333.97156,321.11298,319.05414,0.0
2022-06-03 12:30,333.97156,321.11298,319.05414,0.0
2022-06-03 12:40,333.96536,321.10718,319.04834,0.0
2022-06-03 12:50,329.79276,317.21112,315.12823,0.0
2022-06-03 13:00,310.3388,299.04688,296.84998,0.0
2022-06-03 13:10,310.2495,298.96313,296.7672,0.0
2022-06-03 13:20,309.7331,298.4833,296.27472,0.0
2022-06-03 13:30,309.6512,298.4073,296.19666,0.0
2022-06-03 13:40,309.97263,298.70587,296.50323,0.0
2022-06-03 13:50,310.15195,298.87247,296.67435,0.0
2022-06-03 14:00,310.17142,298.89056,296.69293,0.0
2022-06-03 14:10,310.27032,298.98248,296.78717,0.0
2022-06-03 14:20,310.25763,298.97064,296.7751,0.0
2022-06-03 14:30,310.22638,298.94202,296.74402,0.0
2022-06-03 14:40,309.99615,298.72772,296.5257,0.0
2022-06-03 14:50,309.74503,298.4944,296.28613,0.0
2022-06-03 15:00,309.39978,298.17365,295.95673,0.0
2022-06-03 15:10,307.22864,296.15656,293.88538,0.0
2022-06-03 15:20,302.89114,292.12683,289.74713,0.0
2022-06-03 15:30,303.33542,292.5396,290.17102,0.0
2022-06-03 15:40,296.21646,285.92578,283.37915,0.0
2022-06-03 15:50,299.0303,288.53998,286.06372,0.0
2022-06-03 16:00,292.9431,282.88474,280.25623,0.0
2022-06-03 16:10,295.34027,285.11176,282.54324,0.0
2022-06-03 16:20,286.02933,276.46155,273.66013,0.0
2022-06-03 16:30,297.0064,286.65967,284.1328,0.0
2022-06-03 16:40,289.3094,279.50885,276.7895,0.0
2022-06-03 16:50,295.79764,285.53668,282.9796,0.0
2022-06-03 17:00,285.76114,276.21234,273.40424,0.0
2022-06-03 17:10,289.2721,279.47418,276.7539,0.0
2022-06-03 17:20,286.76547,277.14545,274.36243,0.0
2022-06-03 17:30,286.352,276.7613,273.96796,0.0
2022-06-03 17:40,285.0475,275.54938,272.7234,0.0
2022-06-03 17:50,285.55194,276.018,273.20465,0.0
2022-06-03 18:00,283.86774,274.4533,271.59784,0.0
2022-06-03 18:10,283.57092,274.17755,271.3147,0.0
2022-06-03 18:20,283.24036,273.87045,270.99933,0.0
2022-06-03 18:30,283.23914,273.86932,270.9981,0.0
2022-06-03 18:40,283.1967,273.8299,270.95764,0.0
2022-06-03 18:50,283.02112,273.66675,270.79016,0.0
2022-06-03 19:00,282.87985,273.53552,270.65533,0.0
2022-06-03 19:10,282.89157,273.5464,270.6665,0.0
2022-06-03 19:20,282.87805,273.53387,270.65363,0.0
2022-06-03 19:30,282.7366,273.40244,270.51868,0.0
2022-06-03 19:40,282.8008,273.4621,270.57996,0.0
2022-06-03 19:50,282.76047,273.42462,270.54144,0.0
2022-06-03 20:00,282.73666,273.4025,270.51874,0.0
2022-06-03 20:10,282.71848,273.3856,270.5014,0.0
2022-06-03 20:20,282.71942,273.38647,270.50232,0.0
2022-06-03 20:30,282.70804,273.37592,270.49146,0.0
2022-06-03 20:40,282.6903,273.35944,270.4745,0.0
2022-06-03 20:50,282.69925,273.36774,270.48303,0.0
2022-06-03 21:00,282.69254,273.3615,270.47665,0.0
2022-06-03 21:10,282.69202,273.36102,270.47614,0.0
2022-06-03 21:20,282.68918,273.3584,270.47345,0.0
2022-06-03 21:30,282.68875,273.35797,270.47302,0.0
2022-06-03 21:40,282.68985,273.359,270.4741,0.0
2022-06-03 21:50,282.69025,273.35938,270.47446,0.0
2022-06-03 22:00,282.68893,273.35815,270.4732,0.0
2022-06-03 22:10,282.69232,273.36127,270.47644,0.0
2022-06-03 22:20,282.68777,273.35706,270.4721,0.0
2022-06-03 22:30,282.69794,273.36652,270.4818,0.0
2022-06-03 22:40,282.69644,273.3651,270.48035,0.0
2022-06-03 22:50,282.68826,273.35754,270.47256,0.0
2022-06-03 23:00,282.69342,273.3623,270.47748,0.0
2022-06-03 23:10,282.69135,273.36035,270.4755,0.0
2022-06-03 23:20,282.70993,273.3777,270.49323,0.0
2022-06-03 23:30,282.82437,273.48395,270.60242,0.0
2022-06-03 23:40,284.2875,274.8433,271.99835,0.0
2022-06-03 23:50,287.40192,277.7367,274.96967,0.0
2022-06-04 00:00,290.15396,280.29346,277.5952,0.0
2022-06-04 00:10,287.17633,277.52716,274.75446,0.0
2022-06-04 00:20,287.01428,277.3766,274.5998,0.0
2022-06-04 00:30,283.38885,274.00842,271.141,0.0
2022-06-04 00:40,282.79785,273.45935,270.5771,0.0
2022-06-04 00:50,282.69537,273.36414,270.47937,0.0
2022-06-04 01:00,282.70105,273.3694,270.48474,0.0
2022-06-04 01:10,282.70142,273.36975,270.4851,0.0
2022-06-04 01:20,282.70074,273.36914,270.4845,0.0
2022-06-04 01:30,282.7001,273.36853,270.4839,0.0
2022-06-04 01:40,282.69934,273.3678,270.48315,0.0
2022-06-04 01:50,282.69656,273.36523,270.48047,0.0
2022-06-04 02:00,282.68677,273.35614,270.47113,0.0
2022-06-04 02:10,282.69464,273.36346,270.47864,0.0
2022-06-04 02:20,282.69754,273.36615,270.4814,0.0
2022-06-04 02:30,282.71304,273.38055,270.49622,0.0
2022-06-04 02:40,282.72867,273.39508,270.5111,0.0
2022-06-04 02:50,282.74313,273.4085,270.5249,0.0
2022-06-04 03:00,282.7171,273.38434,270.50006,0.0
2022-06-04 03:10,282.71396,273.3814,270.4971,0.0
2022-06-04 03:20,282.69138,273.3604,270.47552,0.0
2022-06-04 03:30,282.6921,273.36108,270.47626,0.0
2022-06-04 03:40,282.69406,273.3629,270.47812,0.0
2022-06-04 03:50,282.6928,273.36176,270.47693,0.0
2022-06-04 04:00,282.69357,273.3625,270.47766,0.0
2022-06-04 04:10,282.69238,273.36133,270.4765,0.0
2022-06-04 04:20,282.6922,273.3612,270.47632,0.0
2022-06-04 04:30,282.6922,273.36118,270.47632,0.0
2022-06-04 04:40,282.69153,273.3606,270.4757,0.0
2022-06-04 04:50,282.69098,273.36005,270.47516,0.0
2022-06-04 05:00,282.69055,273.35965,270.47473,0.0
2022-06-04 05:10,282.69012,273.35925,270.47437,0.0
2022-06-04 05:20,282.69174,273.36075,270.4759,0.0
2022-06-04 05:30,282.69037,273.35947,270.47455,0.0
